anime_name;filename;start_time;end_time;content
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:10.260000;0 days 00:05:14.350000;"やはり 森に向かったか
ありがとうございます"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:18.560000;0 days 00:05:20.020000;始末したか？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:20.020000;0 days 00:05:23.320000;"いえ 毒の森の方へ
逃げたようです"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:25.700000;0 days 00:05:27.490000;急いで追うぞ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:34.620000;0 days 00:05:36.870000;か… 母ちゃ…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:40.590000;0 days 00:05:43.460000;ど… どうなさいました？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:43.460000;0 days 00:05:45.340000;早く 行ってください
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:45.340000;0 days 00:05:47.760000;お嬢様が怖がっております
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:47.760000;0 days 00:05:49.760000;これは 失礼しました
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:05:49.760000;0 days 00:05:52.180000;ゲスラン様 参りましょう
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:06.030000;0 days 00:06:11.030000;"私らも ボー王に仕える身
助けられるのは ここまでだ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:11.030000;0 days 00:06:13.830000;"このまま行けば
違う王国に着く"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:13.830000;0 days 00:06:15.830000;もう大丈夫だろう
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:15.830000;0 days 00:06:18.330000;あ… ありがとうございました
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:18.330000;0 days 00:06:20.500000;頑張ってね
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:21.420000;0 days 00:06:24.750000;あの子 大丈夫かしら？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:24.750000;0 days 00:06:29.050000;"腐っても 影の一族
器用に生きていくでしょう"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:06:29.050000;0 days 00:06:31.970000;さあ われわれも参りましょう
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:28.900000;0 days 00:07:32.070000;"カゲちゃん
誕生日プレゼントよ～"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:32.070000;0 days 00:07:33.370000;ホント!? 
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:33.370000;0 days 00:07:36.370000;やったー！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:36.370000;0 days 00:07:39.910000;"うわ～っ！
ありがとう 母ちゃん"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:44.080000;0 days 00:07:46.590000;これと リンゴ 交換してください
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:46.590000;0 days 00:07:50.590000;"はあ!?
冷やかしは ごめんだよ！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:50.590000;0 days 00:07:52.180000;これ ４つ ちょうだい
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:07:52.180000;0 days 00:07:53.510000;はいよ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:08:00.850000;0 days 00:08:02.060000;ちょっと 泥棒！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:08:02.060000;0 days 00:08:03.900000;何だって!?
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:08:55.530000;0 days 00:08:59.490000;"何 見てんだ！タダで
飯 食わせてやってんだろ！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:08:59.490000;0 days 00:09:01.040000;何か 文句 あんのか？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:01.040000;0 days 00:09:03.290000;えっ… 何も
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:03.290000;0 days 00:09:04.870000;それよか
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:04.870000;0 days 00:09:08.710000;"お前にも金を稼いで
もらわねえとな"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:15.800000;0 days 00:09:19.800000;"中に入って鍵を開けろ
できるよな？"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:19.800000;0 days 00:09:21.680000;あっ… はい
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:29.360000;0 days 00:09:31.480000;上出来だ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:39.160000;0 days 00:09:40.700000;すっげえ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:42.620000;0 days 00:09:45.120000;やったな カゲ野郎！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:56.010000;0 days 00:09:59.140000;よしよし よくやった
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:09:59.800000;0 days 00:10:01.350000;ほらよ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:20.410000;0 days 00:10:25.330000;"チクショー！また負けちまった
やってらんねえぜ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:38.380000;0 days 00:10:42.930000;"母ちゃん！ 母ちゃんたちは
ものすごく強い暗殺者なんでしょ？"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:42.930000;0 days 00:10:45.810000;"ねえ どんな悪いやつ
やっつけてるの？"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:45.810000;0 days 00:10:47.430000;そうねえ…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:47.430000;0 days 00:10:52.690000;"命令があれば女子供 老人も病人も
関係なく暗殺するわよ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:52.690000;0 days 00:10:54.520000;うっ… 嘘だ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:54.520000;0 days 00:10:56.400000;いいえ ホント
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:10:56.400000;0 days 00:11:00.570000;"だから私たちは誰に殺されても
文句は言えないわね"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:00.570000;0 days 00:11:02.910000;何で そんなことするの？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:04.030000;0 days 00:11:09.250000;"私たちの姿は悪いことをする
ために生まれてきたのかもね"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:10.710000;0 days 00:11:12.250000;でも いい？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:12.250000;0 days 00:11:17.460000;"私たちは自分を必要としてくれた
その人のために 尽くすの"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:17.460000;0 days 00:11:19.880000;それが私たちの明かりなのよ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:22.340000;0 days 00:11:26.060000;"ヤバい やつらが来た
カゲちゃん起きて！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:44.450000;0 days 00:11:46.700000;いた！外に逃げたぞ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:46.700000;0 days 00:11:48.450000;追え！ 追え！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:11:56.590000;0 days 00:11:59.670000;駄目だ 闇に紛れられた
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:05.300000;0 days 00:12:09.180000;誰だ？ こんな朝っぱらに
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:09.180000;0 days 00:12:11.640000;"おっ!? お前…
バカ 帰ってくるな"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:11.640000;0 days 00:12:14.560000;"お前は もう 用済みだ
どっか行け"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:14.560000;0 days 00:12:16.520000;しっ！ しっ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:41.130000;0 days 00:12:42.880000;ひっ！ やめてくれ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:42.880000;0 days 00:12:45.760000;"てめえから
ぶつかってきたんだろうが！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:55.850000;0 days 00:12:57.110000;おい…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:12:57.110000;0 days 00:13:00.190000;ありゃ もう駄目だろ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:13:20.550000;0 days 00:13:22.380000;どけ どけ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:12.390000;0 days 00:14:14.800000;フフフ 今日も大量だぜ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:14.800000;0 days 00:14:18.650000;"これだけ盗めば
当分 食うに困らねえ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:18.650000;0 days 00:14:21.110000;何だ？ お前は
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:21.110000;0 days 00:14:22.900000;おい 待て！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:26.110000;0 days 00:14:27.990000;見掛けねえ顔だな
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:29.110000;0 days 00:14:33.660000;"俺 何で こんなやつのために
戻ってきちまったんだろう"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:33.660000;0 days 00:14:35.120000;始め！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:47.470000;0 days 00:14:49.340000;くそ～っ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:56.810000;0 days 00:14:59.890000;やるじゃねえか ボッジ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:14:59.890000;0 days 00:15:02.860000;"ボッジ様に
こんな才能があったなんて"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:04.900000;0 days 00:15:06.480000;しかし…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:12.450000;0 days 00:15:14.740000;バ… バカな！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:24.540000;0 days 00:15:25.800000;そうだ ボッジ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:25.800000;0 days 00:15:29.500000;"唇の動きで言葉を読む
お前の目の良さと読みはー"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:29.500000;0 days 00:15:31.260000;半端じゃないんだ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:34.930000;0 days 00:15:39.060000;"お前さんが教えているダイダ様
負けそうじゃないか"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:39.060000;0 days 00:15:40.730000;そう見えるかい？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:40.730000;0 days 00:15:44.360000;"だって
手も足も出ないじゃないか"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:44.360000;0 days 00:15:47.650000;"ボッジ様が勝つ要素は
まったくない"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:47.650000;0 days 00:15:49.650000;万一 勝ったとしても
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:49.650000;0 days 00:15:52.070000;王の資質を失うさ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:52.070000;0 days 00:15:55.990000;"なあ ボッジ様の戦い方
何か汚いな"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:55.990000;0 days 00:15:58.370000;"ああ　何というか
ひきょうだ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:58.370000;0 days 00:15:59.540000;姑息な
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:15:59.540000;0 days 00:16:00.790000;気分が悪い
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:00.790000;0 days 00:16:02.540000;小ざかしい
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:02.540000;0 days 00:16:04.630000;ボッジ！ いいぞ いいぞ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:04.630000;0 days 00:16:06.670000;あれじゃ 嫌われる
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:06.670000;0 days 00:16:11.010000;"必死に戦う者を バカに
しているように見えるからな"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:11.010000;0 days 00:16:16.010000;"だけど 非力なボッジ様には
あの戦い方しかできない"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:16.010000;0 days 00:16:19.270000;"さあ どうする？
ボッジ王子"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:19.270000;0 days 00:16:23.190000;くっそ～！ 汚えぞ 兄上！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:33.490000;0 days 00:16:35.780000;何だ？ 何だ？
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:35.780000;0 days 00:16:38.700000;ドーマス 酷なこと 伝えるな
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:38.700000;0 days 00:16:42;でも まあ 英断だな
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:16:54.970000;0 days 00:16:57.640000;"おい　何で
よけねえんだよ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:07.400000;0 days 00:17:09.070000;何で 止めない!?
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:16.610000;0 days 00:17:18.620000;ボ… ボッジ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:35.050000;0 days 00:17:38.430000;や… やめろおお～っ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:43.980000;0 days 00:17:45.600000;アピス…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:47.520000;0 days 00:17:50.150000;"それまで！
ダイダ様の勝利！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:50.150000;0 days 00:17:51.440000;ボッジ様！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:51.440000;0 days 00:17:52.820000;医者を早く！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:17:52.820000;0 days 00:17:55.240000;うう… ボッジ…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:00.580000;0 days 00:18:04.580000;"アピス 言いたいことは
分かっている"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:04.580000;0 days 00:18:06.830000;すまないが 分かってくれ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:10.630000;0 days 00:18:14.590000;兄上め 汚い戦い方しやがって
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:15.760000;0 days 00:18:19.550000;"フン　再起不能
にしてやったぜ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:19.550000;0 days 00:18:23.010000;"おい ドーマスは
兄上に何を伝えたんだ？"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:23.010000;0 days 00:18:26.480000;"はあ　それは王の剣ではない
"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:26.480000;0 days 00:18:28.940000;しっかり打ち合えと
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:29.770000;0 days 00:18:34.030000;"全て あいつの予言どおりに
進んでいるようだな"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:38.860000;0 days 00:18:40.660000;おかえりなさいませ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:40.660000;0 days 00:18:41.950000;ああ 
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:41.950000;0 days 00:18:46.580000;"お前の言うとおり次の王は
やはり 俺になるようだ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:55.300000;0 days 00:18:58.470000;"いくらよけるのが
卓越していても"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:18:58.470000;0 days 00:19:01.550000;"短剣さえ振る力がない
この方には"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:01.550000;0 days 00:19:04.220000;敵を倒すことなどできない
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:04.220000;0 days 00:19:06.560000;かわいそうなお方だ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:06.560000;0 days 00:19:10.060000;"強くなれない星のもとに
生まれているんだ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:10.060000;0 days 00:19:11.940000;すぐ戻ります
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:17.820000;0 days 00:19:20.200000;ドーマスとかいうやつ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:20.200000;0 days 00:19:24.450000;"俺の経験上まったく
信用できないやつだ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:27.410000;0 days 00:19:29.370000;汚い剣だ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:29.370000;0 days 00:19:31.080000;ひきょう者！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:31.080000;0 days 00:19:34;それは王の剣ではない
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:19:40.720000;0 days 00:19:45.010000;"おいおい どこ行くんだよ
寝てなきゃ駄目じゃんか"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:06.530000;0 days 00:20:08.160000;ボッジ…
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:36.940000;0 days 00:20:40.030000;別に恥ずかしがることないぜ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:40.030000;0 days 00:20:41.700000;試合 見てたけど
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:41.700000;0 days 00:20:46.660000;"カッコ良かったぜ　あれは
お前の勝ちだ　誇っていい"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:46.660000;0 days 00:20:51.660000;"人に何を言われようがお前の
スタイルはあれでいいと思うぜ"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:20:56;0 days 00:21:01.210000;"いや… お前からは
もう 何も もらわない"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:01.210000;0 days 00:21:05.300000;"いきなり こんなこと言われて
戸惑うかもしれないけど…"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:07.300000;0 days 00:21:08.560000;俺は 
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:08.560000;0 days 00:21:13.270000;"これからどんなことがあっても
お前の味方になりたいんだ！"
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:17.900000;0 days 00:21:20.610000;俺 本気で言ってんだぜ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:20.610000;0 days 00:21:23.990000;俺 本気だぜ ボッジ！
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:32.400000;0 days 00:21:38;{\an8}ひとりぼっちにはさせないでよ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:38.700000;0 days 00:21:45.200000;{\an8}いつから重たい荷物を持つ日々に
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:45.200000;0 days 00:21:51.240000;{\an8}慣れてしまっていたんだろう
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:51.300000;0 days 00:21:57.650000;{\an8}難しいことは後回しでいいから
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:21:57.650000;0 days 00:22:03;{\an8}孤独なボクを夜が待つ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:06.700000;0 days 00:22:11.650000;{\an8}寂しい思いはもう
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:11.650000;0 days 00:22:16.900000;{\an8}ボクにはさせないでよ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:18.500000;0 days 00:22:22.900000;{\an8}思い出した夜をどうか
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:22.900000;0 days 00:22:29;{\an8}ひとりぼっちとは呼ばないで
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:29.240000;0 days 00:22:35.500000;{\an8}あなたが弱いのなら
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:35.500000;0 days 00:22:41.850000;{\an8}ボクの弱さも見せるから
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:42.050000;0 days 00:22:47.300000;あなたが強がるのならば
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:47.300000;0 days 00:22:54.500000;キミの弱さをそっと抱きしめるよ
ousama ranking;[SubsPlease] Ousama Ranking - 02 (720p) [FE27C6D4].jp.srt;0 days 00:22:54.500000;0 days 00:23:00;{\an8}ひとりぼっちにはさせないよ
ousama ranking;[SubsPlease] Ousama Ranking - 03 (720p) [9B53946B].jp.srt;0 days 00:00:15.220000;0 days 00:00:17.600000;これじゃ当分 動けねえな
ousama ranking;[SubsPlease] Ousama Ranking - 03 (720p) [9B53946B].jp.srt;0 days 00:00:17.600000;0 days 00:00:19.500000;"あしたも
見舞いに来てやるよ"
